"state","date","cases","deaths","cases_weekly_change","new_cases","deaths_weekly_change","new_deaths"
"Alaska","2020-12-26","45247","192","0.040926695","1779.0","0.084745765","15.0"
"Arizona","2020-12-26","493277","8424","0.09420884","42470.0","0.058823586","468.0"
"Arkansas","2020-12-26","213969","3441","0.06923556","13855.0","0.0783453","250.0"
"California","2020-12-26","2129749","24221","0.15306616","282718.0","0.06931257","1570.0"
"Colorado","2020-12-26","324869","4652","0.053572297","16519.0","0.057272673","252.0"
"Connecticut","2020-12-26","172743","5791","0.061192274","9961.0","0.037627697","210.0"
"Delaware","2020-12-26","54473","895","0.0865047","4337.0","0.043123484","37.0"
"District of Columbia","2020-12-26","27710","762","0.051932335","1368.0","0.04383564","32.0"
"Florida","2020-12-26","1264580","21134","0.059860468","71423.0","0.03233683","662.0"
"Georgia","2020-12-26","607133","10352","0.0793879","44654.0","0.02963996","298.0"
"Guam","2020-12-26","8238","122","0.008693576","71.0","0.01666665","2.0"
"Hawaii","2020-12-26","20970","283","0.043854833","881.0","0.014336944","4.0"
"Idaho","2020-12-26","135886","1357","0.050659537","6552.0","0.060156226","77.0"
"Illinois","2020-12-26","935849","17225","0.044470787","39846.0","0.055065513","899.0"
"Indiana","2020-12-26","494967","7801","0.07422638","34201.0","0.063096166","463.0"
"Iowa","2020-12-26","274793","3744","0.029345274","7834.0","0.059722662","211.0"
"Kansas","2020-12-26","213091","2507","0.046358943","9441.0","0.07090986","166.0"
"Kentucky","2020-12-26","257453","2821","0.059272528","14406.0","0.0697763","184.0"
"Louisiana","2020-12-26","296499","7272","0.049799204","14065.0","0.03974831","278.0"
"Maine","2020-12-26","21547","319","0.14984787","2808.0","0.09246576","27.0"
"Maryland","2020-12-26","265606","5680","0.06701648","16682.0","0.04951954","268.0"
"Massachusetts","2020-12-26","349602","12010","0.0950042","30332.0","0.030282259","353.0"
"Michigan","2020-12-26","515022","12680","0.040770173","20175.0","0.05088675","614.0"
"Minnesota","2020-12-26","406604","5166","0.030175328","11910.0","0.06757593","327.0"
"Mississippi","2020-12-26","205023","4565","0.06721115","12912.0","0.039863348","175.0"
"Missouri","2020-12-26","402344","5642","0.046348453","17822.0","0.07754016","406.0"
"Montana","2020-12-26","79521","919","0.03667152","2813.0","0.0636574","55.0"
"Nebraska","2020-12-26","162272","1595","0.03732586","5839.0","0.059800625","90.0"
"Nevada","2020-12-26","216329","2951","0.07006693","14165.0","0.07153237","197.0"
"New Hampshire","2020-12-26","39933","701","0.12142992","4324.0","0.07846153","51.0"
"New Jersey","2020-12-26","460846","18613","0.07341993","31521.0","0.024211764","440.0"
"New Mexico","2020-12-26","137227","2318","0.06435275","8297.0","0.075638056","163.0"
"New York","2020-12-26","920171","36870","0.09290981","78225.0","0.027105331","973.0"
"North Carolina","2020-12-26","514724","6574","0.08662403","41033.0","0.05657339","352.0"
"North Dakota","2020-12-26","91362","1271","0.017462134","1568.0","0.027485847","34.0"
"Northern Mariana Islands","2020-12-26","122","2","0.060869575","7.0","0.0","0.0"
"Ohio","2020-12-26","664668","8476","0.081765294","50239.0","0.055410266","445.0"
"Oklahoma","2020-12-26","276508","2357","0.08066654","20640.0","0.07674742","168.0"
"Oregon","2020-12-26","108348","1431","0.064175844","6534.0","0.06791043","91.0"
"Pennsylvania","2020-12-26","609682","14915","0.10165441","56258.0","0.07542002","1046.0"
"Puerto Rico","2020-12-26","106058","1432","0.051891327","5232.0","0.06706405","90.0"
"Rhode Island","2020-12-26","82066","1704","0.054670215","4254.0","0.048615336","79.0"
"South Carolina","2020-12-26","288892","5124","0.06784654","18355.0","0.046782374","229.0"
"South Dakota","2020-12-26","96963","1446","0.02784729","2627.0","0.07111108","96.0"
"Tennessee","2020-12-26","546245","6382","0.104647756","51748.0","0.07206452","429.0"
"Texas","2020-12-26","1667352","27062","0.052584648","83297.0","0.04725051","1221.0"
"Utah","2020-12-26","264078","1212","0.06068206","15108.0","0.055749178","64.0"
"Vermont","2020-12-26","6966","121","0.09821856","623.0","0.12037039","13.0"
"Virgin Islands","2020-12-26","1979","23","0.03612566","69.0","0.0","0.0"
"Virginia","2020-12-26","329577","4840","0.08781338","26605.0","0.042429447","197.0"
"Washington","2020-12-26","240763","3283","0.06273198","14212.0","0.03597355","114.0"
"West Virginia","2020-12-26","80177","1253","0.12584424","8962.0","0.11675584","131.0"
"Wisconsin","2020-12-26","506022","5032","0.031268954","15343.0","0.06519902","308.0"
"Wyoming","2020-12-26","43146","373","0.039963365","1658.0","0.0626781","22.0"
"Alabama","2020-12-27","345628","4691","0.07187426","23176.0","0.06880844","302.0"
"Alaska","2020-12-27","45547","192","0.043483257","1898.0","0.09090912","16.0"
"Arizona","2020-12-27","494489","8427","0.09014094","40888.0","0.057207346","456.0"
"Arkansas","2020-12-27","214877","3482","0.06559384","13227.0","0.07568741","245.0"
"California","2020-12-27","2167303","24283","0.14677334","277389.0","0.06804192","1547.0"
"Colorado","2020-12-27","326276","4660","0.050733924","15754.0","0.05429864","240.0"
"Connecticut","2020-12-27","172743","5791","0.061192274","9961.0","0.037627697","210.0"
"Delaware","2020-12-27","55057","897","0.08773911","4441.0","0.04060328","35.0"
"District of Columbia","2020-12-27","28202","768","0.06018567","1601.0","0.0420624","31.0"
"Florida","2020-12-27","1271971","21211","0.05860138","70413.0","0.031312346","644.0"
"Georgia","2020-12-27","610574","10356","0.075609446","42920.0","0.02983296","300.0"
"Guam","2020-12-27","8239","122","0.00832212","68.0","0.01666665","2.0"
"Hawaii","2020-12-27","21064","283","0.038095713","773.0","0.0107142925","3.0"
"Idaho","2020-12-27","136281","1357","0.04800093","6242.0","0.056853533","73.0"
"Illinois","2020-12-27","939671","17336","0.04185164","37747.0","0.056622148","929.0"
"Indiana","2020-12-27","496795","7843","0.06321347","29537.0","0.059292316","439.0"
"Iowa","2020-12-27","275299","3745","0.029813409","7970.0","0.04346609","156.0"
"Kansas","2020-12-27","213173","2507","0.04663825","9499.0","0.07090986","166.0"
"Kentucky","2020-12-27","258820","2845","0.057340384","14036.0","0.067542195","180.0"
"Louisiana","2020-12-27","299722","7291","0.04744792","13577.0","0.035359263","249.0"
"Maine","2020-12-27","21880","323","0.15486121","2934.0","0.106164336","31.0"
"Maryland","2020-12-27","267455","5712","0.06526494","16386.0","0.0484581","264.0"
"Massachusetts","2020-12-27","352736","12110","0.090269566","29205.0","0.033540964","393.0"
"Michigan","2020-12-27","515114","12680","0.040585995","20091.0","0.05088675","614.0"
"Minnesota","2020-12-27","409120","5206","0.029548645","11742.0","0.0605011","297.0"
"Mississippi","2020-12-27","206388","4606","0.0620327","12055.0","0.04468131","197.0"
"Missouri","2020-12-27","404201","5656","0.046450734","17942.0","0.07487643","394.0"
"Montana","2020-12-27","79780","924","0.033821464","2610.0","0.0682081","59.0"
"Nebraska","2020-12-27","162886","1595","0.036361694","5715.0","0.052805305","80.0"
"Nevada","2020-12-27","217653","2965","0.065740585","13426.0","0.06424987","179.0"
"New Hampshire","2020-12-27","40809","708","0.11676979","4267.0","0.07926834","52.0"
"New Jersey","2020-12-27","463166","18630","0.06597471","28666.0","0.023963928","436.0"
"New Mexico","2020-12-27","137968","2348","0.06134951","7975.0","0.08152926","177.0"
"New York","2020-12-27","928376","37000","0.09041107","76976.0","0.02729261","983.0"
"North Carolina","2020-12-27","517449","6592","0.07829952","37574.0","0.053203344","333.0"
"North Dakota","2020-12-27","91472","1273","0.015847683","1427.0","0.029102683","36.0"
"Northern Mariana Islands","2020-12-27","122","2","0.060869575","7.0","0.0","0.0"
"Ohio","2020-12-27","670525","8509","0.07661939","47719.0","0.057412744","462.0"
"Oklahoma","2020-12-27","279139","2370","0.0701623","18301.0","0.07142854","158.0"
"Oregon","2020-12-27","109734","1436","0.06610322","6804.0","0.07084262","95.0"
"Pennsylvania","2020-12-27","614303","15040","0.09696567","54301.0","0.077055335","1076.0"
"Puerto Rico","2020-12-27","106842","1445","0.046977878","4794.0","0.056286573","77.0"
"Rhode Island","2020-12-27","82066","1704","0.054670215","4254.0","0.048615336","79.0"
"South Carolina","2020-12-27","296179","5155","0.08329368","22773.0","0.044579506","220.0"
"South Dakota","2020-12-27","97390","1446","0.028112411","2663.0","0.062454104","85.0"
"Tennessee","2020-12-27","549299","6451","0.08582866","43419.0","0.07391381","444.0"
"Texas","2020-12-27","1690021","27110","0.061647654","98136.0","0.044781923","1162.0"
"Utah","2020-12-27","264874","1214","0.05542624","13910.0","0.051082253","59.0"
"Vermont","2020-12-27","7029","127","0.09095144","586.0","0.14414418","16.0"
"Virgin Islands","2020-12-27","1979","23","0.030192614","58.0","0.0","0.0"
"Virginia","2020-12-27","333576","4854","0.087105036","26728.0","0.043870926","204.0"
"Washington","2020-12-27","241036","3283","0.061603427","13987.0","0.035646677","113.0"
"West Virginia","2020-12-27","80710","1254","0.11567283","8368.0","0.111702085","126.0"
"Wisconsin","2020-12-27","508580","5042","0.03218031","15856.0","0.06259215","297.0"
"Wyoming","2020-12-27","43200","373","0.036916137","1538.0","0.0626781","22.0"
"Alabama","2020-12-28","347897","4712","0.07100594","23065.0","0.07359302","323.0"
"Alaska","2020-12-28","45674","192","0.042761564","1873.0","0.09090912","16.0"
"Arizona","2020-12-28","504616","8469","0.093793154","43271.0","0.06234324","497.0"
"Arkansas","2020-12-28","216528","3537","0.066078424","13421.0","0.073444605","242.0"
"California","2020-12-28","2209024","24529","0.14269578","275855.0","0.067406416","1549.0"
"Colorado","2020-12-28","328249","4699","0.049681306","15536.0","0.060243726","267.0"
"Connecticut","2020-12-28","181200","5904","0.08258605","13823.0","0.04016912","228.0"
"Delaware","2020-12-28","55488","898","0.086806655","4432.0","0.030998826","27.0"
"District of Columbia","2020-12-28","28342","771","0.059910297","1602.0","0.0390836","29.0"
"Florida","2020-12-28","1280169","21307","0.05574596","67596.0","0.030368924","628.0"
"Georgia","2020-12-28","614716","10363","0.07599318","43415.0","0.028891921","291.0"
"Guam","2020-12-28","8250","122","0.008557439","70.0","0.008264422","1.0"
"Hawaii","2020-12-28","21109","283","0.0335896","686.0","0.0107142925","3.0"
"Idaho","2020-12-28","137449","1381","0.04549396","5981.0","0.058237553","76.0"
"Illinois","2020-12-28","944402","17476","0.041332364","37485.0","0.05722928","946.0"
"Indiana","2020-12-28","499256","7886","0.05971253","28132.0","0.06023121","448.0"
"Iowa","2020-12-28","276649","3745","0.02944529","7913.0","0.04346609","156.0"
"Kansas","2020-12-28","219095","2548","0.053680778","11162.0","0.040849686","100.0"
"Kentucky","2020-12-28","261009","2871","0.05567801","13766.0","0.062939644","170.0"
"Louisiana","2020-12-28","300539","7336","0.046222806","13278.0","0.032221794","229.0"
"Maine","2020-12-28","22319","326","0.15732431","3034.0","0.11262798","33.0"
"Maryland","2020-12-28","269442","5740","0.063537836","16097.0","0.04916835","269.0"
"Massachusetts","2020-12-28","356934","12158","0.09029424","29560.0","0.033931494","399.0"
"Michigan","2020-12-28","518788","12744","0.037600875","18800.0","0.04923427","598.0"
"Minnesota","2020-12-28","410197","5219","0.027110219","10827.0","0.058405995","288.0"
"Mississippi","2020-12-28","208089","4634","0.06439388","12589.0","0.050555468","223.0"
"Missouri","2020-12-28","407193","5668","0.04271567","16681.0","0.07125306","377.0"
"Montana","2020-12-28","80080","927","0.033877254","2624.0","0.05221343","46.0"
"Nebraska","2020-12-28","163903","1625","0.036580086","5784.0","0.055194855","85.0"
"Nevada","2020-12-28","218653","2973","0.060418487","12458.0","0.061406612","172.0"
"New Hampshire","2020-12-28","41670","715","0.114528775","4282.0","0.089939","59.0"
"New Jersey","2020-12-28","465910","18651","0.064521074","28239.0","0.023486853","428.0"
"New Mexico","2020-12-28","138659","2384","0.060019255","7851.0","0.09357798","204.0"
"New York","2020-12-28","938710","37118","0.09043789","77854.0","0.026862502","971.0"
"North Carolina","2020-12-28","521990","6601","0.07734978","37477.0","0.050278425","316.0"
"North Dakota","2020-12-28","91565","1277","0.01595521","1438.0","0.030669928","38.0"
"Northern Mariana Islands","2020-12-28","122","2","0.051724195","6.0","0.0","0.0"
"Ohio","2020-12-28","675044","8571","0.07259822","45690.0","0.055281997","449.0"
"Oklahoma","2020-12-28","282587","2383","0.07270515","19153.0","0.074391365","165.0"
"Oregon","2020-12-28","110303","1438","0.061830997","6423.0","0.06439674","87.0"
"Pennsylvania","2020-12-28","619425","15114","0.08783078","50012.0","0.07795453","1093.0"
"Puerto Rico","2020-12-28","107273","1456","0.04693353","4809.0","0.053545594","74.0"
"Rhode Island","2020-12-28","85602","1742","0.06694424","5371.0","0.043113828","72.0"
"South Carolina","2020-12-28","298050","5173","0.08093703","22317.0","0.042523146","211.0"
"South Dakota","2020-12-28","97658","1446","0.027178884","2584.0","0.047067285","65.0"
"Tennessee","2020-12-28","552794","6524","0.073084235","37649.0","0.07444","452.0"
"Texas","2020-12-28","1710489","27245","0.063229084","101721.0","0.04131627","1081.0"
"Utah","2020-12-28","266590","1223","0.054620028","13807.0","0.05159068","60.0"
"Vermont","2020-12-28","7120","129","0.089684725","586.0","0.16216218","18.0"
"Virgin Islands","2020-12-28","1979","23","0.030192614","58.0","0.0","0.0"
"Virginia","2020-12-28","336175","4861","0.081331015","25285.0","0.04447782","207.0"
"Washington","2020-12-28","243547","3300","0.05595255","12905.0","0.035781503","114.0"
"West Virginia","2020-12-28","81436","1263","0.11043537","8099.0","0.11868906","134.0"
"Wisconsin","2020-12-28","510137","5065","0.03192866","15784.0","0.0654186","311.0"
"Wyoming","2020-12-28","43704","405","0.03765607","1586.0","0.15384614","54.0"
"Alabama","2020-12-29","351804","4737","0.06668365","21993.0","0.06401622","285.0"
"Alaska","2020-12-29","45856","193","0.036504626","1615.0","0.037634373","7.0"
"Arizona","2020-12-29","510548","8647","0.085461736","40197.0","0.06319928","514.0"
"Arkansas","2020-12-29","219246","3603","0.06924236","14198.0","0.07938886","265.0"
"California","2020-12-29","2243191","24954","0.13951957","274650.0","0.07310569","1700.0"
"Colorado","2020-12-29","330118","4758","0.04667449","14721.0","0.06586027","294.0"
"Connecticut","2020-12-29","181967","5924","0.07698274","13007.0","0.038751483","221.0"
"Delaware","2020-12-29","56189","898","0.088449","4566.0","0.029816508","26.0"
"District of Columbia","2020-12-29","28535","775","0.060780644","1635.0","0.041666627","31.0"
"Florida","2020-12-29","1292244","21408","0.056612134","69237.0","0.031561732","655.0"
"Georgia","2020-12-29","623901","10439","0.07577109","43944.0","0.029995084","304.0"
"Guam","2020-12-29","8262","122","0.010024428","82.0","0.008264422","1.0"
"Hawaii","2020-12-29","21180","283","0.03382635","693.0","0.0107142925","3.0"
"Idaho","2020-12-29","138909","1396","0.04482138","5959.0","0.059984803","79.0"
"Illinois","2020-12-29","950122","17606","0.04035735","36857.0","0.055705428","929.0"
"Indiana","2020-12-29","503242","8051","0.05990982","28445.0","0.061997056","470.0"
"Iowa","2020-12-29","278310","3812","0.029656649","8016.0","0.043525815","159.0"
"Kansas","2020-12-29","219415","2548","0.05432725","11306.0","0.040849686","100.0"
"Kentucky","2020-12-29","264150","2903","0.05622399","14061.0","0.059875846","164.0"
"Louisiana","2020-12-29","304485","7397","0.046483994","13525.0","0.03338921","239.0"
"Maine","2020-12-29","22909","333","0.16036057","3166.0","0.09900987","30.0"
"Maryland","2020-12-29","271267","5803","0.06102097","15601.0","0.051458597","284.0"
"Massachusetts","2020-12-29","361079","12218","0.090299964","29905.0","0.035072803","414.0"
"Michigan","2020-12-29","522563","12956","0.03786719","19066.0","0.050514936","623.0"
"Minnesota","2020-12-29","411169","5255","0.025180101","10099.0","0.06054485","300.0"
"Mississippi","2020-12-29","210032","4719","0.062425733","12341.0","0.051002264","229.0"
"Missouri","2020-12-29","410334","5766","0.04281199","16846.0","0.053343058","292.0"
"Montana","2020-12-29","80516","939","0.032031536","2499.0","0.042175412","38.0"
"Nebraska","2020-12-29","164892","1641","0.035318017","5625.0","0.056664467","88.0"
"Nevada","2020-12-29","220378","3035","0.0628258","13027.0","0.071680784","203.0"
"New Hampshire","2020-12-29","42697","735","0.12336874","4689.0","0.120426774","79.0"
"New Jersey","2020-12-29","469567","18777","0.061710596","27293.0","0.024609804","451.0"
"New Mexico","2020-12-29","139908","2405","0.059307218","7833.0","0.09169316","202.0"
"New York","2020-12-29","950730","37256","0.09134424","79575.0","0.026336074","956.0"
"North Carolina","2020-12-29","526439","6630","0.071648955","35197.0","0.045411587","288.0"
"North Dakota","2020-12-29","91836","1283","0.015222311","1377.0","0.031350493","39.0"
"Northern Mariana Islands","2020-12-29","122","2","0.051724195","6.0","0.0","0.0"
"Ohio","2020-12-29","682570","8722","0.071484685","45538.0","0.056955934","470.0"
"Oklahoma","2020-12-29","283781","2405","0.06837213","18161.0","0.07366073","165.0"
